domain,source_file,ns_class
dieimmobilie.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
diesel-center.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
dieselstoragetanks.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
dietarymeds.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
digirep.co.uk,nominet_domains_2026-09-03.csv,none
digirep.uk,nominet_domains_2026-09-03.csv,none
digital-venue.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
digitalfishfinder.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
digitalnomadjobs.co.uk,nominet_domains_2026-09-03.csv,none
digitalrep.co.uk,nominet_domains_2026-09-03.csv,none
digitalrep.uk,nominet_domains_2026-09-03.csv,none
digitalrepresentative.co.uk,nominet_domains_2026-09-03.csv,none
digitalrepresentative.uk,nominet_domains_2026-09-03.csv,none
digitalrepresentatives.co.uk,nominet_domains_2026-09-03.csv,none
digitalrepresentatives.uk,nominet_domains_2026-09-03.csv,none
digitalreps.uk,nominet_domains_2026-09-03.csv,none
digitalstationery.uk,nominet_domains_2026-09-03.csv,none
dingos.co.uk,nominet_domains_2026-09-03.csv,none
diningtableandchairs.uk,nominet_domains_2026-09-03.csv,none
discountfurniture.uk,nominet_domains_2026-09-03.csv,none
discountmailing.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
discover-bugs.com,porkbun_domains_2026-09-02.csv,other
discoverbugs.com,porkbun_domains_2026-09-02.csv,other
disguises.co.uk,nominet_domains_2026-09-03.csv,none
dishcloths.co.uk,nominet_domains_2026-09-03.csv,none
distinguida.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
dividends.co.uk,nominet_domains_2026-09-03.csv,none
divots.co.uk,nominet_domains_2026-09-03.csv,none
diycentre.co.uk,nominet_domains_2026-09-03.csv,none
dmns.co.uk,nominet_domains_2026-09-03.csv,none
dmns.uk,nominet_domains_2026-09-03.csv,none
documentanalyser.com,porkbun_domains_2026-09-02.csv,other
documentintrospection.com,porkbun_domains_2026-09-02.csv,other
dog-blanket.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
dog-blankets.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
dog-life-jackets.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
doggydna.co.uk,nominet_domains_2026-09-03.csv,none
dogramp.co.uk,nominet_domains_2026-09-03.csv,none
dogramp.uk,nominet_domains_2026-09-03.csv,none
dogramps.uk,nominet_domains_2026-09-03.csv,none
donkeyjackets.co.uk,nominet_domains_2026-09-03.csv,none
door-knobs.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
door-thresholds.co.uk,nominet_domains_2026-09-03.csv,none
dorpje.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
dorsetlodges.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
drainclearance.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
draught-excluders.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
draughtexclusion.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
dreamholidayvillas.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
dreiraeder.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
dressoirs.com,porkbun_domains_2026-09-02.csv,other
driewielfiets.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
drill-presses.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
drillingrig.co.uk,nominet_domains_2026-09-03.csv,none
driveway-grids.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
drivewaygrids.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
drone-footage.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
drone-maintenance.com,porkbun_domains_2026-09-02.csv,other
droneroofsurvey.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
droppedkerbs.co.uk,nominet_domains_2026-09-03.csv,none
drumliners.co.uk,nominet_domains_2026-09-03.csv,none
dryingroom.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
drymilling.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
dsgn.co.uk,nominet_domains_2026-09-03.csv,none
dsgnr.uk,nominet_domains_2026-09-03.csv,none
dubaiplacement.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
dubaiwebsitedeveloper.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
dumptruckinsurancedeals.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
duplexes.co.uk,nominet_domains_2026-09-03.csv,none
duplicates.co.uk,nominet_domains_2026-09-03.csv,none
duurzaamenergie.com,porkbun_domains_2026-09-02.csv,other
dynamic-balancing.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
dyspeptic.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
e-vehicleinsurance.uk,nominet_domains_2026-09-03.csv,none
easterpresents.co.uk,nominet_domains_2026-09-03.csv,none
easycare.uk,nominet_domains_2026-09-03.csv,none
easypedestal.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
easyrag.co.uk,nominet_domains_2026-09-03.csv,none
easyrag.uk,nominet_domains_2026-09-03.csv,none
ebarometer.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
eborg.uk,nominet_domains_2026-09-03.csv,none
ecocampervans.com,dynadot_domains_2026-09-02.csv,other
ecoheaters.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
edderkopp.com,porkbun_domains_2026-09-02.csv,other
edge-trimmer.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
edge-trimmers.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
edibly.uk,nominet_domains_2026-09-03.csv,none
editorialista.com,porkbun_domains_2026-09-02.csv,other
editorialplacement.uk,nominet_domains_2026-09-03.csv,none
eetz.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
effectiveness.uk,dynadot_domains_2026-09-02.csv,afternic_aftermarket
egret.co.uk,nominet_domains_2026-09-03.csv,none
ehrung.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
ejerleder.com,porkbun_domains_2026-09-02.csv,none
ekcema.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
electric-suv.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
electric-suvs.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
electricalgoods.co.uk,nominet_domains_2026-09-03.csv,none
electriccarchargingpoints.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
electricforklifts.uk,nominet_domains_2026-09-03.csv,none
electriclongboards.uk,nominet_domains_2026-09-03.csv,none
electricvehiclerentals.co.uk,nominet_domains_2026-09-03.csv,none
email-account.co.uk,nominet_domains_2026-09-03.csv,none
email-account.uk,nominet_domains_2026-09-03.csv,none
emailsecurity.uk,nominet_domains_2026-09-03.csv,none
embrocate.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
emplacar.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
empower-group.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
enablers.co.uk,nominet_domains_2026-09-03.csv,none
endangered.uk,nominet_domains_2026-09-03.csv,none
energietransport.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
engaru.com,porkbun_domains_2026-09-02.csv,other
engine-lease.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
engineering-audit.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
enterpriseapplications.uk,nominet_domains_2026-09-03.csv,none
enterpriseaudit.uk,nominet_domains_2026-09-03.csv,none
enterpriseauditing.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
enterpriseaudits.uk,nominet_domains_2026-09-03.csv,none
epdmrubberroofs.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
eqpt.co.uk,nominet_domains_2026-09-03.csv,none
eqpt.uk,nominet_domains_2026-09-03.csv,none
equestres.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
equity-release-calculator.co.uk,nominet_domains_2026-09-03.csv,none
equitycalculator.co.uk,nominet_domains_2026-09-03.csv,none
equityreleasecalculator.co.uk,nominet_domains_2026-09-03.csv,none
erdanker.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
escooterreviews.uk,nominet_domains_2026-09-03.csv,none
espines.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
evalloops.co.uk,nominet_domains_2026-09-03.csv,none
evalloops.uk,nominet_domains_2026-09-03.csv,none
evaluating.uk,nominet_domains_2026-09-03.csv,none
evaluator.uk,nominet_domains_2026-09-03.csv,none
evaporative-cooling.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
evehicleinsurance.uk,nominet_domains_2026-09-03.csv,none
eventparkingmats.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
excavador.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
excavatorlease.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
exchangemonies.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
executive-saloon.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
executive-saloons.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
executivepersonas.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
executivesaloon.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
exhibition-display.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
exhibitionbooths.co.uk,nominet_domains_2026-09-03.csv,none
exhibitiontablecloths.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
expensiveholidays.co.uk,nominet_domains_2026-09-03.csv,none
expensivepresents.co.uk,nominet_domains_2026-09-03.csv,none
exploretobago.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
extension-plans.co.uk,nominet_domains_2026-09-03.csv,none
extensioncostcalculator.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
exterior-cleaning.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
exterior-doors.co.uk,nominet_domains_2026-09-03.csv,none
exteriorbuildingcleaning.co.uk,nominet_domains_2026-09-03.csv,none
exteriordoors.uk,nominet_domains_2026-09-03.csv,none
external-door.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
externalcladding.co.uk,nominet_domains_2026-09-03.csv,none
extraboxes.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
eyelinerbrushes.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
eyesight.org.uk,nominet_domains_2026-09-03.csv,none
facaderemediation.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
facepack.co.uk,nominet_domains_2026-09-03.csv,none
fahrausweis.com,porkbun_domains_2026-09-02.csv,other
fallingwaterdesignbuild.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
familyarchive.uk,nominet_domains_2026-09-03.csv,none
familyestateplans.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
familyhealthcare.uk,nominet_domains_2026-09-03.csv,none
familyhealthinsurancequote.co.uk,nominet_domains_2026-09-03.csv,none
familyhealthinsurancequote.uk,nominet_domains_2026-09-03.csv,none
familyvet.uk,nominet_domains_2026-09-03.csv,none
farmequipmentlease.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
farmingsensor.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
farmmachinery.uk,nominet_domains_2026-09-03.csv,none
farmsblog.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
fashionagents.co.uk,nominet_domains_2026-09-03.csv,none
fashionphotography.uk,nominet_domains_2026-09-03.csv,none
fastbridging.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fatherchristmas.uk,nominet_domains_2026-09-03.csv,none
fatz.uk,nominet_domains_2026-09-03.csv,none
fees.co.uk,nominet_domains_2026-09-03.csv,none
feinstes.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
felines.co.uk,nominet_domains_2026-09-03.csv,none
felines.uk,nominet_domains_2026-09-03.csv,none
fencing-wire.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
fertilizerdispensers.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
festivepresents.co.uk,nominet_domains_2026-09-03.csv,none
festivepresents.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
filletingknives.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
finance-analyst.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
finance.org.uk,nominet_domains_2026-09-03.csv,none
financeforcompanies.co.uk,nominet_domains_2026-09-03.csv,none
financeradio.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
financerepairs.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
financial-adviser.uk,dynadot_domains_2026-09-02.csv,afternic_aftermarket
financialrestart.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
financiert.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
finanzblatt.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
findinsurersonline.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
fine-chocolate.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fine-chocolates.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fineartistbrushes.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
fingerlessgloves.co.uk,nominet_domains_2026-09-03.csv,none
fire-equipment.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fire-extinguisher.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
fire-protection.co.uk,nominet_domains_2026-09-03.csv,none
fishchips.uk,nominet_domains_2026-09-03.csv,none
fishhook.uk,nominet_domains_2026-09-03.csv,none
fishingcharters.uk,nominet_domains_2026-09-03.csv,none
fishingtackle.org.uk,nominet_domains_2026-09-03.csv,none
fishingtackleonline.uk,nominet_domains_2026-09-03.csv,none
fitness-bands.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fitness-trackers.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fitness-videos.co.uk,nominet_domains_2026-09-03.csv,none
fitted-kitchen.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fitted-wardrobes.co.uk,nominet_domains_2026-09-03.csv,none
fitted-wardrobes.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fivergigs.co.uk,nominet_domains_2026-09-03.csv,none
fix-boiler.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fixedinterestmortgagerates.co.uk,nominet_domains_2026-09-03.csv,none
fixedmortgagerates.co.uk,nominet_domains_2026-09-03.csv,none
fixedtermloan.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fixedtermloans.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fixedtermmortgages.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
flat-for-rent.co.uk,nominet_domains_2026-09-03.csv,none
flat-search.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
flatprices.co.uk,nominet_domains_2026-09-03.csv,none
flechados.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
fleetcarleasing.co.uk,nominet_domains_2026-09-03.csv,none
fleetcarleasing.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
fleetfinancing.co.uk,nominet_domains_2026-09-03.csv,none
flights.vin,porkbun_domains_2026-09-02.csv,afternic_aftermarket
floatinglodges.co.uk,nominet_domains_2026-09-03.csv,none
floatingpontoons.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
flood-door.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
floodmodelling.com,porkbun_domains_2026-09-02.csv,other
floor-safety.co.uk,nominet_domains_2026-09-03.csv,none
floorchemicals.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
flooring-tiles.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
flooringstore.uk,nominet_domains_2026-09-03.csv,none
floorprinting.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
floristsmanchester.co.uk,nominet_domains_2026-09-03.csv,none
flubbert.co.uk,nominet_domains_2026-09-03.csv,none
flubbert.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
flubbert.uk,nominet_domains_2026-09-03.csv,none
flyerdelivery.uk,nominet_domains_2026-09-03.csv,none
flyers.uk,nominet_domains_2026-09-03.csv,none
foldingmachine.co.uk,nominet_domains_2026-09-03.csv,none
foldingmachine.uk,nominet_domains_2026-09-03.csv,none
foldingtricycle.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
foldingtrikes.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
food-bowls.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
foodandwinehampers.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
foodbin.co.uk,nominet_domains_2026-09-03.csv,none
foodgifts.co.uk,nominet_domains_2026-09-03.csv,none
foodgrills.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
foodsealers.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
footballcommentator.co.uk,nominet_domains_2026-09-03.csv,none
footballscotland.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
footballticket.com,porkbun_domains_2026-09-02.csv,none
forblokes.co.uk,nominet_domains_2026-09-03.csv,none
foreign-exchange-rate.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
foreign-exchange-rates.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
forklaring.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
forklifthire.uk,nominet_domains_2026-09-03.csv,none
foundationalmodel.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
foundationalmodels.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fourwheeldrive.co.uk,nominet_domains_2026-09-03.csv,none
free-credit-report-check.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
free-credit-reports.co.uk,nominet_domains_2026-09-03.csv,none
free.me.uk,nominet_domains_2026-09-03.csv,none
free.uk,nominet_domains_2026-09-03.csv,none
freelanceuxdesigner.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
freelancewebdesign.uk,nominet_domains_2026-09-03.csv,none
freetrial.uk,nominet_domains_2026-09-03.csv,none
french-door.co.uk,nominet_domains_2026-09-03.csv,none
freshlook.uk,nominet_domains_2026-09-03.csv,none
freshwaterpearls.co.uk,nominet_domains_2026-09-03.csv,none
fridge-magnets.co.uk,nominet_domains_2026-09-03.csv,none
fridgeorganizer.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
frontgarden.uk,nominet_domains_2026-09-03.csv,none
frosted-window.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
fullserviceagency.uk,nominet_domains_2026-09-03.csv,none
fume-extraction.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
fundamentally-ai.com,porkbun_domains_2026-09-02.csv,other
fundamentallyai.co.uk,porkbun_domains_2026-09-02.csv,other
fundamentallyai.uk,porkbun_domains_2026-09-02.csv,other
funicolare.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
furnishedflats.co.uk,nominet_domains_2026-09-03.csv,none
fxcalculator.uk,nominet_domains_2026-09-03.csv,none
ga85.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
gadgetti.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
galerieprivee.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
gameadvertising.uk,nominet_domains_2026-09-03.csv,none
gamerooms.co.uk,nominet_domains_2026-09-03.csv,none
gamesdesign.uk,nominet_domains_2026-09-03.csv,none
gameslink.com,porkbun_domains_2026-09-02.csv,none
gapanalysis.uk,nominet_domains_2026-09-03.csv,none
garagetools.co.uk,nominet_domains_2026-09-03.csv,none
garden-furniture.uk,dynadot_domains_2026-09-02.csv,afternic_aftermarket
gardenhandtools.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
gardenheating.co.uk,nominet_domains_2026-09-03.csv,none
gardenheating.uk,nominet_domains_2026-09-03.csv,none
gardening-supplies.co.uk,nominet_domains_2026-09-03.csv,none
gardening-tools.net,porkbun_domains_2026-09-02.csv,afternic_aftermarket
gardeningequipment.uk,nominet_domains_2026-09-03.csv,none
gardens.co.uk,nominet_domains_2026-09-03.csv,none
gardens.uk,nominet_domains_2026-09-03.csv,none
gardentools.co.uk,nominet_domains_2026-09-03.csv,none
gardentools.uk,nominet_domains_2026-09-03.csv,none
gardentractor.uk,nominet_domains_2026-09-03.csv,none
gas-stoves.co.uk,nominet_domains_2026-09-03.csv,none
gasbarbecues.uk,nominet_domains_2026-09-03.csv,none
gasbbqs.uk,nominet_domains_2026-09-03.csv,none
gasmembranes.co.uk,nominet_domains_2026-09-03.csv,none
gasrefills.co.uk,nominet_domains_2026-09-03.csv,none
gebouwd.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
geld-investeren.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
geldexperten.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
geldinvestieren.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
generativeart.co.uk,nominet_domains_2026-09-03.csv,none
generativeart.uk,nominet_domains_2026-09-03.csv,none
generatorcentre.co.uk,nominet_domains_2026-09-03.csv,none
generatorhire.uk,nominet_domains_2026-09-03.csv,none
genitalbeads.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
geometrichomes.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
german-suv.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
german-suvs.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
germansuv.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
germansuvs.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
getswimmingpool.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
giftcatalogues.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
giftfinder.uk,nominet_domains_2026-09-03.csv,none
gifthamper.net,porkbun_domains_2026-09-02.csv,afternic_aftermarket
giftscardspresents.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
giftschristmas.co.uk,nominet_domains_2026-09-03.csv,none
giftsxmas.co.uk,nominet_domains_2026-09-03.csv,none
giftxmas.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
girlsbicycles.uk,nominet_domains_2026-09-03.csv,none
girlsholidays.co.uk,nominet_domains_2026-09-03.csv,none
girlsholidays.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
girlsvolleyball.co.uk,porkbun_domains_2026-09-02.csv,other
girlsvolleyball.uk,porkbun_domains_2026-09-02.csv,other
girly.co.uk,nominet_domains_2026-09-03.csv,none
gjerder.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
gjw.uk,nominet_domains_2026-09-03.csv,none
glamping-pod.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
glass-extensions.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
glass-roofs.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
glasscoffeetable.uk,nominet_domains_2026-09-03.csv,none
glassofficepartitioning.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
glassporches.uk,nominet_domains_2026-09-03.csv,none
glazingfilms.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
glijbanen.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
glop.co.uk,nominet_domains_2026-09-03.csv,none
gluestore.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
goldbrocade.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
goldmines.co.uk,nominet_domains_2026-09-03.csv,none
goldpaint.co.uk,nominet_domains_2026-09-03.csv,none
goldwerte.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
golf-range.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
golfanalysis.co.uk,nominet_domains_2026-09-03.csv,none
golfclubsforsale.co.uk,nominet_domains_2026-09-03.csv,none
golfgames.co.uk,nominet_domains_2026-09-03.csv,none
golfputters.co.uk,nominet_domains_2026-09-03.csv,none
golfsimhire.co.uk,nominet_domains_2026-09-03.csv,none
golfsimhire.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
goodsvehicles.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
gootsteen.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
gourmet-chocolates.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
gourmethampers.net,porkbun_domains_2026-09-02.csv,afternic_aftermarket
goworldcruise.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
grab-hire.co.uk,nominet_domains_2026-09-03.csv,none
grafischdesign.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
grand-pianos.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
grannyannexes.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
grass-mats.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
grass-matting.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
grass-protection-mats.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
grassparkingmats.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
graveldrives.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
greatgiftsforcats.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
greatgiftsfordogs.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
greenpowerjuicers.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
grit-spreaders.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
ground-mesh.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
ground-protection-mats.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
guaranteed.co.uk,nominet_domains_2026-09-03.csv,none
guilhon.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
guitalele.co.uk,nominet_domains_2026-09-03.csv,none
guitar-string.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
guldringar.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
guyropes.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
gym-bags.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
gymproteins.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
gynasyke.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
hacks.co.uk,nominet_domains_2026-09-03.csv,none
hair-supplies-online.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
hair-supplies.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
hairdriers.com,dynadot_domains_2026-09-02.csv,afternic_aftermarket
hairextension.uk,nominet_domains_2026-09-03.csv,none
hairsuppliesonline.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
halskettingen.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
handlinghazards.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
handlinghazards.uk,nominet_domains_2026-09-03.csv,none
handmade-furniture.com,spaceship_domains_2026-09-02.csv,afternic_aftermarket
handtackers.uk,nominet_domains_2026-09-03.csv,none
handwritingreader.com,porkbun_domains_2026-09-02.csv,other
harnessing-ai.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
hatcheries.co.uk,nominet_domains_2026-09-03.csv,none
hcare.co.uk,nominet_domains_2026-09-03.csv,none
hcare.uk,nominet_domains_2026-09-03.csv,none
hdg8.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
headwalls.co.uk,nominet_domains_2026-09-03.csv,none
health-monitors.com,porkbun_domains_2026-09-02.csv,afternic_aftermarket
healthcare.uk,nominet_domains_2026-09-03.csv,none
healthcareaward.co.uk,nominet_domains_2026-09-03.csv,none
healthcareaward.uk,nominet_domains_2026-09-03.csv,none
healthcareawards.uk,nominet_domains_2026-09-03.csv,none
healthcarecareers.uk,nominet_domains_2026-09-03.csv,none
healthcarecover.uk,nominet_domains_2026-09-03.csv,none
healthcaremail.co.uk,nominet_domains_2026-09-03.csv,none
healthcaremail.uk,nominet_domains_2026-09-03.csv,none
healthcareservice.uk,nominet_domains_2026-09-03.csv,none
