domain,registrar,category,subcategory,tld,sld_length,expiry,ns_class,dynappraisal,dynappraisal_date,appraisal_kind,appraisal_proxy_domain,live_ask_marketplace,live_ask_price,live_ask_date,afternic_min_offer,afternic_price_source,category_comps_median,quote_with,keep_override,trademark_flag,anchor,anchor_source,confidence,quality_multiplier,quality_reasons,value_usd,tier,keen_price_usd,sale_status,ask_vs_value,floor_vs_keen
outpatientinsurance.com,dynadot,financial,insurance,com,19,2027-06-26,afternic,2903,2026-09-02,direct,,afternic,30000,2026-09-03,,buy_now,2800,,,,2903,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2903,C,,KEEP:network-financial,10.3,
outpatientscover.com,dynadot,financial,insurance,com,16,2027-07-21,afternic,243,2026-09-02,direct,,,,,10000,min_offer,,,,,243,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),243,E,,KEEP:network-financial,,
outpatientsinsurance.com,dynadot,financial,insurance,com,20,2027-07-21,afternic,2501,2026-09-02,direct,,,,,10000,min_offer,2800,,,,2501,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2501,C,,KEEP:network-financial,,
oven-cleaning.com,porkbun,home-garden,services,com,13,2026-11-13,afternic,,,,,afternic,4999,2026-09-03,,buy_now,580,,,,997,subcategory-median,medium,0.75,hyphen -25%,748,D,350,tbd,6.7,
overclad.com,porkbun,home-garden,building-trades,com,8,2027-09-11,afternic,,,,,,,,10000,min_offer,,,,,2223,subcategory-median,medium,1.00,,2223,C,1150,tbd,,8.7
overhead-cranes.com,dynadot,industrial-equipment,general,com,15,2027-03-03,atom,1018,2026-09-03,direct,,,,,,,,,,,1018,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),764,D,350,tbd,,
overhead-cranes.uk,nominet,industrial-equipment,lifting,uk,15,2028-09,,,,,,,,,,,,,,,2066,category-median,low,0.16,hyphen -25%; uk x0.21,325,E,200,tbd,,
overmaken.com,porkbun,financial,banking-savings,com,9,2027-09-01,afternic,5005,2026-09-03,direct,,,,,10000,min_offer,,,,,5005,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),5005,B,,KEEP:network-financial,,
overpronation.com,porkbun,health-medical,general,com,13,2027-05-13,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,598,subcategory-median,medium,1.00,,598,D,275,tbd,41.8,
oxenunity.co.uk,porkbun,brandable-short,pronounceable,co.uk,9,2027-07-21,other,,,,,,,,,,,,,,4146,subcategory-median,medium,0.85,co.uk x0.85,3524,B,1950,tbd,,
oxenunity.com,porkbun,brandable-short,pronounceable,com,9,2027-07-21,cloudflare,,,,,,,,,,,,live-site,,4146,subcategory-median,medium,1.00,,4146,B,,KEEP:live-site,,
oxenunity.uk,porkbun,brandable-short,pronounceable,uk,9,2027-07-21,other,,,,,,,,,,,,,,4146,subcategory-median,medium,0.21,uk x0.21,871,D,400,tbd,,
oxes.co.uk,nominet,brandable-short,4-char,co.uk,4,2028-02,,,,,,,,,50000,min_offer,,,,,4140,category-median,low,0.85,co.uk x0.85,3519,B,1950,tbd,,25.6
package-deliveries.com,porkbun,transport-parking,logistics,com,18,2028-08-12,afternic,,,,,,,,30000,min_offer,,,,,1523,subcategory-median,medium,0.75,hyphen -25%,1142,D,550,tbd,,54.5
packagedeliveries.co.uk,nominet,transport-parking,logistics,co.uk,17,2028-08,,,,,,,,,10000,min_offer,,,,,1523,subcategory-median,medium,0.85,co.uk x0.85,1295,C,650,tbd,,15.4
packagedeliveries.uk,nominet,transport-parking,logistics,uk,17,2028-08,,,,,,,,,10000,min_offer,,,,,1523,subcategory-median,medium,0.21,uk x0.21,320,E,200,tbd,,50.0
packagingdesign.uk,nominet,web-digital,design,uk,15,2028-09,,,,,,,,,,,1500,,,,3255,subcategory-median,medium,0.21,uk x0.21,684,D,325,tbd,,
packagingmachinery.uk,nominet,packaging-print,packaging,uk,18,2027-10,,,,,,,,,10000,min_offer,,,,,1097,subcategory-median,medium,0.16,thin-demand category -25%; uk x0.21,173,E,200,tbd,,50.0
packagingsupply.uk,nominet,packaging-print,packaging,uk,15,2028-10,,,,,,,,,,,,,,,1097,subcategory-median,medium,0.16,thin-demand category -25%; uk x0.21,173,E,200,tbd,,
packing-cubes.com,spaceship,travel,accessories,com,13,2027-08-04,afternic,,,,,,,,,,,,,,1114,category-median,low,0.75,hyphen -25%,836,D,400,tbd,,
paddle-grip.com,spaceship,sports-leisure,watersports,com,11,2027-08-04,afternic,,,,,,,,,,,,,,1980,category-median,low,0.75,hyphen -25%,1485,C,750,tbd,,
paddle-grips.com,spaceship,sports-leisure,watersports,com,12,2027-08-04,afternic,,,,,,,,,,,,,,1980,category-median,low,0.75,hyphen -25%,1485,C,750,tbd,,
padelcourts.uk,nominet,sports-leisure,general,uk,11,2028-02,,,,,,,,,,,,,,,2270,subcategory-median,medium,0.21,uk x0.21,477,E,200,tbd,,
pakkingen.com,porkbun,industrial-equipment,machinery,com,9,2027-10-04,afternic,,,,,,,,10000,min_offer,,,,,1066,subcategory-median,medium,1.00,,1066,D,500,tbd,,20.0
palatschinken.com,porkbun,food-drink,general,com,13,2027-08-18,afternic,,,,,,,,12000,min_offer,,,,,1900,subcategory-median,medium,1.00,,1900,C,950,tbd,,12.6
pansets.co.uk,nominet,consumer-products,kitchenware,co.uk,7,2028-08,,,,,,,,,10000,min_offer,,,,,2508,subcategory-median,medium,0.85,co.uk x0.85,2132,C,1100,tbd,,9.1
pansets.uk,nominet,consumer-products,kitchenware,uk,7,2028-08,,,,,,,,,10000,min_offer,,,,,2508,subcategory-median,medium,0.21,uk x0.21,527,D,250,tbd,,40.0
paper-cups.co.uk,nominet,packaging-print,packaging,co.uk,10,2028-09,,,,,,,,,,,,,,,1097,subcategory-median,medium,0.48,hyphen -25%; thin-demand category -25%; co.uk x0.85,525,D,250,tbd,,
paper-cups.com,dynadot,packaging-print,general,com,10,2027-08-27,atom,5320,2026-09-03,direct,,,,,,,,,,,5320,own-appraisal,high,0.56,hyphen -25%; thin-demand category -25%; direct appraisal in own TLD (no TLD factor),2992,C,1500,tbd,,
paper-cups.uk,nominet,packaging-print,packaging,uk,10,2028-09,,,,,,,,,,,,,,,1097,subcategory-median,medium,0.12,hyphen -25%; thin-demand category -25%; uk x0.21,130,E,200,tbd,,
parallelled.com,porkbun,generic-word,general,com,11,2027-10-09,afternic,7381,2026-09-04,direct,,,,,,,,,,,7381,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),7381,B,,PREMIUM-REVIEW:single-word,,
parasitology.uk,nominet,health-medical,general,uk,12,2028-10,,,,,,,,,10000,min_offer,,,,,598,subcategory-median,medium,0.21,uk x0.21,126,E,200,tbd,,50.0
parkhomeloans.com,porkbun,financial,loans,com,13,2028-01-21,afternic,1448,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,1805,,,,1448,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1448,C,,KEEP:network-financial,17.3,
parkhomemarketing.com,spaceship,web-digital,marketing,com,17,2027-01-10,atom,,,,,,,,,,,,,,1482,subcategory-median,medium,1.00,,1482,C,750,tbd,,
parkhomesales.co.uk,nominet,property,general,co.uk,13,2027-02,,,,,,,,,,,,,,,1504,subcategory-median,medium,0.85,co.uk x0.85,1279,C,650,tbd,,
parking-heathrow.com,porkbun,transport-parking,parking,com,16,2027-11-18,none,,,,,,,,,,888,,,,1544,category-median,low,0.75,hyphen -25%,1158,D,550,tbd,,
parksforsale.co.uk,nominet,property,general,co.uk,12,2027-07,,,,,,,,,,,,,,,1504,subcategory-median,medium,0.85,co.uk x0.85,1279,C,650,tbd,,
parsonsfilms.co.uk,nominet,web-digital,video,co.uk,12,2027-01,,,,,,,,,,,,,,,3179,subcategory-median,medium,0.85,co.uk x0.85,2702,C,1400,tbd,,
parsonsfilms.com,porkbun,web-digital,design,com,12,2027-01-20,other,,,,,afternic,25000,2026-09-03,,buy_now,,,,,3255,subcategory-median,medium,1.00,,3255,C,1650,tbd,7.7,
parsonsfilms.uk,nominet,web-digital,video,uk,12,2027-01,,1171,2026-09-04,direct,,,,,,,,,,,1171,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),1171,D,550,tbd,,
partywallagreements.com,dynadot,legal,general,com,19,2027-06-09,atom,,,,,,,,,,,,,,2526,portfolio-median,very-low,1.00,,2526,C,1300,tbd,,
partywallspecialist.com,dynadot,property,surveys,com,19,2028-05-23,atom,965,2026-09-02,direct,,,,,,,,,,,965,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),965,D,450,tbd,,
partywallsurveylondon.com,porkbun,property,surveys,com,21,2027-11-09,afternic,,,,,,,,10000,min_offer,,,,,1590,category-median,low,1.00,,1590,C,800,tbd,,12.5
passengerlifts.co.uk,nominet,industrial-equipment,lifting,co.uk,14,2026-12,,,,,,,,,,,,,,,2066,category-median,low,0.85,co.uk x0.85,1756,C,900,tbd,,
passiflorale.com,dynadot,foreign-language,french,com,12,2026-11-09,afternic,1134,2026-09-02,direct,,,,,10000,min_offer,,,,,1134,own-appraisal,high,0.75,thin-demand category -25%; direct appraisal in own TLD (no TLD factor),850,D,400,tbd,,25.0
pasturedegg.co.uk,porkbun,food-drink,general,co.uk,11,2027-04-06,other,,,,,,,,,,,,owner-withdrawn,,1900,subcategory-median,medium,0.85,co.uk x0.85,1615,C,,KEEP:owner-withdrawn,,
pasturedegg.uk,porkbun,food-drink,general,uk,11,2027-04-06,other,,,,,,,,,,,,owner-withdrawn,,1900,subcategory-median,medium,0.21,uk x0.21,399,E,,KEEP:owner-withdrawn,,
patientcover.com,dynadot,financial,insurance,com,12,2027-01-18,afternic,7304,2026-09-02,direct,,,,,,,,,,,7304,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),7304,B,,KEEP:network-financial,,
patio-cost.com,spaceship,home-garden,driveways-ground,com,10,2027-07-16,afternic,,,,,,,,,,,,,,2223,subcategory-median,medium,0.75,hyphen -25%,1667,C,850,tbd,,
patio-costs.com,spaceship,home-garden,driveways-ground,com,11,2027-07-16,afternic,,,,,,,,,,,,,,2223,subcategory-median,medium,0.75,hyphen -25%,1667,C,850,tbd,,
patiocost.com,spaceship,home-garden,driveways-ground,com,9,2027-07-16,afternic,,,,,,,,,,,,,,2223,subcategory-median,medium,1.00,,2223,C,1150,tbd,,
patronyme.com,porkbun,foreign-language,french,com,9,2027-11-22,other,,,,,,,,,,,,,,1307,subcategory-median,medium,0.75,thin-demand category -25%,980,D,450,tbd,,
pavingrepair.com,dynadot,home-garden,building-trades,com,12,2026-11-30,afternic,9261,2026-09-02,direct,,afternic,4999,2026-09-03,,buy_now,,,,,9261,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),9261,B,5250,tbd,0.5,
paymentscalculator.co.uk,nominet,tools-comparison,general,co.uk,18,2028-10,,,,,,,,,10000,min_offer,1649,,,,2480,subcategory-median,medium,0.85,co.uk x0.85,2108,C,1100,tbd,,9.1
pcgaming.uk,nominet,sports-leisure,gaming,uk,8,2028-06,,,,,,,,,,,,,,,1980,category-median,low,0.21,uk x0.21,416,E,200,tbd,,
pelletburners.co.uk,nominet,home-garden,heating-plumbing,co.uk,13,2027-01,,,,,,,,,10000,min_offer,,,,,3149,subcategory-median,medium,0.85,co.uk x0.85,2677,C,1350,tbd,,7.4
pendant.co.uk,nominet,consumer-products,jewellery-watches,co.uk,7,2028-05,,240749,2026-09-04,proxy,pendant.com,,,,,,,,,,240749,proxy-via-pendant.com,not-estimable,0.85,co.uk x0.85,204637,A,,PREMIUM-REVIEW:single-word,,
pendant.uk,nominet,consumer-products,jewellery-watches,uk,7,2028-07,,6612,2026-09-04,direct,,,,,10000,min_offer,,,,,6612,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),6612,B,,PREMIUM-REVIEW:single-word,,
pendulumsliptesting.co.uk,nominet,industrial-equipment,test-measurement,co.uk,19,2028-02,,,,,,,,,,,,,,,2066,category-median,low,0.85,co.uk x0.85,1756,C,900,tbd,,
penetrationtesting.uk,nominet,ai-tech,software,uk,18,2028-09,,,,,,,,,,,,,,,1808,category-median,low,0.21,uk x0.21,380,E,200,tbd,,
peningar.com,porkbun,financial,general,com,8,2027-11-20,other,5666,2026-09-03,direct,,,,,,,,,,,5666,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),5666,B,,KEEP:network-financial,,
pensioenregeling.com,dynadot,financial,general,com,16,2027-09-08,afternic,122,2026-09-02,direct,,,,,10000,min_offer,,,,,122,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),122,E,,KEEP:network-financial,,
pensioenstelsel.com,porkbun,financial,general,com,15,2027-08-31,afternic,2034,2026-09-03,direct,,,,,10000,min_offer,,,,,2034,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2034,C,,KEEP:network-financial,,
pension-drawdown.com,spaceship,financial,investing,com,16,2027-07-14,afternic,4292,2026-09-03,direct,,,,,,,,,,,4292,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),3219,C,,KEEP:network-financial,,
pensiondrawdowns.com,spaceship,financial,investing,com,16,2027-07-16,afternic,2496,2026-09-03,direct,,,,,,,,,,,2496,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2496,C,,KEEP:network-financial,,
pentests.uk,nominet,ai-tech,software,uk,8,2028-09,,,,,,,,,10000,min_offer,,,,,1808,category-median,low,0.21,uk x0.21,380,E,200,tbd,,50.0
peppermintoil.uk,nominet,health-medical,supplements,uk,13,2028-09,,,,,,,,,10000,min_offer,,,,,598,category-median,low,0.21,uk x0.21,126,E,200,tbd,,50.0
perhaps.uk,nominet,generic-word,general,uk,7,2028-10,,6748,2026-09-04,direct,,,,,10000,min_offer,,,,,6748,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),6748,B,,PREMIUM-REVIEW:single-word,,
persona-platform.com,porkbun,ai-tech,ai,com,16,2027-07-17,afternic,,,,,afternic,30000,2026-09-03,,buy_now,,,,,1808,subcategory-median,medium,0.75,hyphen -25%,1356,C,700,tbd,22.1,
personae.uk,nominet,generic-word,general,uk,8,2027-04,,4911,2026-09-04,direct,,,,,,,,,,,4911,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),4911,B,,PREMIUM-REVIEW:single-word,,
personal-loan-calculator.com,porkbun,financial,loans,com,24,2027-08-20,afternic,536,2026-09-03,direct,,afternic,25000,2026-09-03,,buy_now,1718,,,,536,own-appraisal,high,0.44,2 hyphens -45%; very long -20%; direct appraisal in own TLD (no TLD factor),236,E,,KEEP:network-financial,106.0,
personal-luxuries.com,spaceship,consumer-products,gifts,com,17,2027-07-16,afternic,,,,,,,,,,,,,,4375,subcategory-median,medium,0.75,hyphen -25%,3281,C,1650,tbd,,
personal-luxury.com,spaceship,consumer-products,gifts,com,15,2027-07-16,afternic,,,,,,,,,,,,,,4375,subcategory-median,medium,0.75,hyphen -25%,3281,C,1650,tbd,,
personaldebts.co.uk,nominet,financial,credit-debt,co.uk,13,2028-08,,,,,,,,,50000,min_offer,,,,,2526,portfolio-median,very-low,0.85,co.uk x0.85,2148,C,,KEEP:network-financial,,
personalgift.co.uk,nominet,consumer-products,gifts,co.uk,12,2028-10,,,,,,,,,,,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,
personalhealthinsurancequote.uk,nominet,financial,insurance,uk,28,2027-10,,,,,,,,,,,2499,,,,2526,portfolio-median,very-low,0.17,very long -20%; uk x0.21,424,E,,KEEP:network-financial,,
personalindemnity.com,porkbun,financial,insurance,com,17,2027-06-13,none,4268,2026-09-03,direct,,,,,,,,,,,4268,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),4268,B,,KEEP:network-financial,,
personalisedchocolate.co.uk,nominet,consumer-products,gifts,co.uk,21,2028-11,,,,,,,,,,,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,
personaliseddolls.co.uk,nominet,consumer-products,gifts,co.uk,17,2028-10,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,4.4
personaliseddolls.com,porkbun,consumer-products,kids-baby,com,17,2027-10-08,afternic,,,,,,,,30000,min_offer,,,,,3122,category-median,low,1.00,,3122,C,1600,tbd,,18.8
personaliseddolls.uk,nominet,consumer-products,gifts,uk,17,2028-10,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.21,uk x0.21,919,D,425,tbd,,23.5
personaliser.uk,nominet,ai-tech,software,uk,12,2028-10,,,,,,,,,50000,min_offer,,,,,1808,category-median,low,0.21,uk x0.21,380,E,200,tbd,,250.0
personalising.co.uk,nominet,consumer-products,gifts,co.uk,13,2028-11,,3266,2026-09-04,proxy,personalising.com,,,,,,,,,,3266,proxy-via-personalising.com,not-estimable,0.85,co.uk x0.85,2776,C,,PREMIUM-REVIEW:single-word,,
personalising.uk,nominet,consumer-products,gifts,uk,13,2028-11,,811,2026-09-04,direct,,,,,,,,,,,811,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),811,D,,PREMIUM-REVIEW:single-word,,
personalizer.co.uk,nominet,ai-tech,software,co.uk,12,2028-10,,,,,,,,,10000,min_offer,,,,,1808,category-median,low,0.85,co.uk x0.85,1537,C,800,tbd,,12.5
personalizer.uk,nominet,ai-tech,software,uk,12,2027-10,,,,,,,,,10000,min_offer,,,,,1808,category-median,low,0.21,uk x0.21,380,E,200,tbd,,50.0
personalstyle.co.uk,nominet,consumer-products,clothing-fashion,co.uk,13,2028-02,,,,,,,,,50000,min_offer,,,,,3512,subcategory-median,medium,0.85,co.uk x0.85,2985,C,1500,tbd,,33.3
persoonlijkeleningen.com,porkbun,financial,loans,com,20,2027-08-12,afternic,2001,2026-09-03,direct,,afternic,4999,2026-09-03,,buy_now,,,,,2001,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),2001,C,,KEEP:network-financial,2.5,
pet-blanket.com,porkbun,pets-vet,general,com,11,2027-06-14,afternic,,,,,afternic,25000,2026-09-03,,buy_now,,,,,825,subcategory-median,medium,0.75,hyphen -25%,619,D,300,tbd,40.4,
pet-cameras.com,spaceship,pets-vet,general,com,11,2027-08-04,afternic,,,,,,,,,,,,,,825,subcategory-median,medium,0.75,hyphen -25%,619,D,300,tbd,,
pet-healthcare.co.uk,nominet,pets-vet,general,co.uk,14,2028-03,,,,,,,,,,,2000,,,,825,subcategory-median,medium,0.64,hyphen -25%; co.uk x0.85,526,D,250,tbd,,
pet-healthcare.uk,nominet,pets-vet,general,uk,14,2028-03,,,,,,,,,,,2000,,,,825,subcategory-median,medium,0.16,hyphen -25%; uk x0.21,130,E,200,tbd,,
pet-luxuries.com,porkbun,pets-vet,general,com,12,2026-11-25,afternic,,,,,afternic,4999,2026-09-03,,buy_now,,,,,825,subcategory-median,medium,0.75,hyphen -25%,619,D,300,tbd,8.1,
petcartoon.co.uk,nominet,pets-vet,general,co.uk,10,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,
petchristmas.co.uk,nominet,consumer-products,gifts,co.uk,12,2027-10,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,4.4
petdna.co.uk,nominet,pets-vet,general,co.uk,6,2028-11,,,,,,,,,,,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,
petdna.uk,nominet,pets-vet,general,uk,6,2028-11,,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
petidchip.co.uk,nominet,pets-vet,general,co.uk,9,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,
petidchip.uk,nominet,pets-vet,general,uk,9,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
petidchips.co.uk,nominet,pets-vet,general,co.uk,10,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,
petidchips.uk,nominet,pets-vet,general,uk,10,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
petidentitychip.co.uk,nominet,pets-vet,general,co.uk,15,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,
petidentitychip.uk,nominet,pets-vet,general,uk,15,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
petidentitychips.co.uk,nominet,pets-vet,general,co.uk,16,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,
petidentitychips.uk,nominet,pets-vet,general,uk,16,2028-03,,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
petmed.uk,porkbun,pets-vet,general,uk,6,2027-01-25,other,,,,,,,,,,,,,,825,subcategory-median,medium,0.21,uk x0.21,173,E,200,tbd,,
petpage.co.uk,nominet,pets-vet,general,co.uk,7,2028-03,,,,,,,,,10000,min_offer,,,,,825,subcategory-median,medium,0.85,co.uk x0.85,701,D,325,tbd,,30.8
petscollar.com,dynadot,pets-vet,general,com,10,2026-09-28,afternic,4102,2026-09-02,direct,,,,,10000,min_offer,,,,,4102,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),4102,B,2500,tbd,,4.0
petspractice.com,dynadot,pets-vet,general,com,12,2026-11-27,afternic,625,2026-09-02,direct,,,,,12000,min_offer,,,,,625,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),625,D,300,tbd,,40.0
petxmasgifts.co.uk,nominet,consumer-products,gifts,co.uk,12,2027-10,,,,,,,,,10000,min_offer,,,,,4375,subcategory-median,medium,0.85,co.uk x0.85,3719,B,2250,tbd,,4.4
photo-editors.com,spaceship,web-digital,design,com,13,2027-07-16,afternic,,,,,,,,,,,,,,3255,subcategory-median,medium,0.75,hyphen -25%,2441,C,1250,tbd,,
photoawards.uk,nominet,web-digital,photography,uk,11,2027-10,,3111,2026-09-04,direct,,,,,10000,min_offer,,,,,3111,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3111,C,1600,tbd,,6.2
photofit.uk,nominet,web-digital,photography,uk,8,2028-12,,3321,2026-09-04,direct,,,,,,,,,,,3321,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),3321,C,1700,tbd,,
photographyawards.uk,nominet,web-digital,photography,uk,17,2027-10,,207,2026-09-04,direct,,,,,10000,min_offer,,,,,207,own-appraisal,high,1.00,direct appraisal in own TLD (no TLD factor),207,E,200,tbd,,50.0
photorestoration.co.uk,nominet,web-digital,photography,co.uk,16,2028-03,,,,,,,,,,,,,,,6721,subcategory-median,medium,0.85,co.uk x0.85,5713,B,3250,tbd,,
piano-center.com,porkbun,music,instruments,com,12,2028-01-25,afternic,3689,2026-09-04,direct,,,,,12000,min_offer,,,,,3689,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),2767,C,1400,tbd,,8.6
piano-centre.com,porkbun,music,instruments,com,12,2027-06-16,afternic,4815,2026-09-04,direct,,afternic,4999,2026-09-03,,buy_now,,,,,4815,own-appraisal,high,0.75,hyphen -25%; direct appraisal in own TLD (no TLD factor),3611,B,2000,tbd,1.4,
pickleball-coaching.com,porkbun,sports-leisure,general,com,19,2027-06-21,afternic,,,,,afternic,4999,2026-09-03,,buy_now,1999,,,,2270,subcategory-median,medium,0.75,hyphen -25%,1702,C,900,tbd,2.9,
